1543, 355102, 1,
1554, 355102, 2,
1556, 355102, 3,
1567, 355102, 6,
2354, 355102, 1,
2505, 355102, 5,
2514, 355102, 3,
1532, 355102, 1,
1567, 355102, 4,
1569, 355102, 3,
1653, 355102, 1,
2125, 355102, 1,
2354, 355102, 3,
2505, 355102, 7,
2514, 355102, 3,
1543, 355102, 1,
1556, 355102, 2,
1561, 355102, 1,
1567, 355102, 4,
1569, 355102, 2,
1653, 355102, 1,
2354, 355102, 5,
2505, 355102, 7,
2514, 355102, 1,
1532, 355102, 1,
1554, 355102, 1,
1556, 355102, 3,
1567, 355102, 7,
1569, 355102, 2,
1667, 355102, 1,
2125, 355102, 1,
2354, 355102, 2,
2505, 355102, 6,
2514, 355102, 1,
1561, 355102, 1,
1567, 355102, 5,
1571, 355102, 1,
2354, 355102, 2,
2505, 355102, 6,
2514, 355102, 5,
1543, 355102, 2,
1554, 355102, 1,
1556, 355102, 1,
1561, 355102, 1,
1567, 355102, 6,
1569, 355102, 2,
2124, 355102, 4,
2354, 355102, 3,
2505, 355102, 6,
2514, 355102, 6,
1492, 355102, 1,
1532, 355102, 1,
1548, 355102, 1,
1558, 355102, 2,
1561, 355102, 2,
1567, 355102, 5,
1569, 355102, 2,
2124, 355102, 2,
2125, 355102, 1,
2354, 355102, 4,
2505, 355102, 5,
2514, 355102, 1,
1543, 355102, 2,
1561, 355102, 1,
1567, 355102, 6,
1569, 355102, 2,
1653, 355102, 1,
2124, 355102, 1,
2125, 355102, 1,
2354, 355102, 3,
2505, 355102, 6,
2514, 355102, 2,
1543, 355102, 2,
1556, 355102, 2,
1561, 355102, 2,
1567, 355102, 8,
1569, 355102, 3,
2124, 355102, 1,
2354, 355102, 1,
2505, 355102, 6,
2514, 355102, 4,
1554, 355102, 1,
1556, 355102, 2,
1561, 355102, 2,
1567, 355102, 8,
1569, 355102, 3,
1667, 355102, 2,
2354, 355102, 1,
2505, 355102, 5,
2514, 355102, 2,
1541, 355102, 2,
1556, 355102, 4,
1561, 355102, 2,
1567, 355102, 14,
1569, 355102, 6,
2124, 355102, 4,
2354, 355102, 6,
2505, 355102, 12,
2514, 355102, 2,
1541, 355102, 1,
1543, 355102, 1,
1556, 355102, 1,
1561, 355102, 1,
1567, 355102, 7,
1569, 355102, 2,
2354, 355102, 1,
2505, 355102, 2,
2514, 355102, 1,
