march28,1064, 690304, 6,
march28,1181, 710302, 1,
march28,1181, 690204, 1,
march28,1181, 690306, 1,
march28,1181, 690107, 1,
march28,1181, 690206, 2,
march28,1181, 690109, 1,
march28,1289, 690304, 1,
march28,1289, 690105, 1,
march28,1289, 690206, 1,
march28,1290, 350701, 1,
march28,1290, 690204, 5,
march28,1290, 690306, 1,
march28,1293, 710302, 1,
march28,1293, 690202, 1,
march28,1293, 690304, 1,
march28,1293, 690204, 1,
march28,1293, 690107, 1,
march28,1293, 690109, 1,
march28,1299, 690202, 1,
march28,1299, 690208, 1,
march28,1781, 690204, 1,
march28,1783, 710302, 2,
march28,1783, 690202, 1,
march28,1783, 690107, 1,
march28,1783, 690206, 5,
march28,1783, 690109, 2,
march28,1791, 350701, 1,
march28,1791, 690107, 1,
march28,1793, 690202, 1,
march28,1793, 690105, 1,
march28,1793, 690204, 1,
march28,1793, 690206, 1,
march28,1795, 690306, 1,
march28,1795, 690107, 1,
march28,1795, 690206, 1,
march28,1992, 690304, 3,
march28,2148, 350701, 1,
march28,2186, 690206, 1,
march28,2186, 690208, 1,
march28,2191, 690304, 1,
march28,2191, 690206, 1,
march28,2415, 690304, 4,
march28,2480, 350701, 1,
march28,2480, 710302, 1,
march28,2480, 690202, 1,
march28,2480, 690204, 7,
march28,2630, 690105, 1,
march28,2630, 690204, 1,
march28,2630, 690206, 1,
march28,2637, 710302, 2,
march28,2637, 690202, 1,
march28,2637, 690304, 13,
march28,2637, 690107, 1,
march28,2655, 710302, 2,
march28,2655, 690107, 3,
march28,2655, 690308, 1,
march28,2666, 690304, 2,
march28,2666, 690105, 4,
march28,2666, 690204, 3,
march28,2666, 690306, 3,
march28,2666, 690107, 1,
march28,2666, 690109, 1,
march28,2666, 690208, 1,
march28,2668, 690107, 1,
march28,2704, 710302, 2,
march28,2704, 690304, 12,
march28,2704, 690105, 10,
march28,2704, 690204, 5,
march28,2704, 690306, 11,
march28,2704, 690107, 9,
march28,2704, 690206, 7,
march28,2704, 690308, 9,
march28,2704, 690109, 7,
march28,2704, 690208, 7,
march28,2802, 350701, 1,
march28,2802, 690202, 2,
march28,2802, 690304, 1,
march28,2802, 690105, 5,
march28,2802, 690204, 2,
march28,2802, 690306, 9,
march28,2802, 690107, 5,
march28,2802, 690206, 3,
march28,2802, 690308, 7,
march28,2802, 690109, 1,
march28,2802, 690208, 2,
march29,1081, 690105, 1,
march29,1083, 690306, 2,
march29,1181, 690306, 3,
march29,1181, 690109, 1,
march29,1289, 690304, 1,
march29,1289, 690306, 1,
march29,1289, 690107, 1,
march29,1289, 690308, 2,
march29,1290, 690109, 1,
march29,1293, 710302, 1,
march29,1293, 690304, 1,
march29,1293, 690105, 1,
march29,1293, 690204, 1,
march29,1293, 690107, 1,
march29,1293, 690206, 1,
march29,1293, 690308, 1,
march29,1293, 690109, 4,
march29,1297, 690202, 1,
march29,1297, 690105, 1,
march29,1299, 690204, 1,
march29,1299, 690208, 2,
march29,1302, 690304, 2,
march29,1302, 690306, 2,
march29,1781, 690202, 1,
march29,1781, 690306, 1,
march29,1781, 690109, 1,
march29,1783, 690304, 2,
march29,1783, 690107, 1,
march29,1783, 690308, 2,
march29,1783, 690109, 1,
march29,1791, 690107, 3,
march29,1793, 690206, 2,
march29,1793, 690109, 1,
march29,1795, 690304, 1,
march29,1795, 690204, 1,
march29,1795, 690306, 1,
march29,1795, 690308, 1,
march29,1797, 690105, 1,
march29,1797, 690204, 1,
march29,1797, 690308, 1,
march29,1797, 690109, 1,
march29,1800, 690206, 1,
march29,2148, 350701, 1,
march29,2148, 690306, 1,
march29,2148, 690206, 2,
march29,2148, 690308, 2,
march29,2186, 690204, 1,
march29,2186, 690308, 1,
march29,2186, 690109, 2,
march29,2224, 690304, 1,
march29,2480, 350701, 1,
march29,2480, 690105, 2,
march29,2480, 690107, 2,
march29,2480, 690206, 1,
march29,2630, 690308, 1,
march29,2637, 710302, 2,
march29,2637, 690202, 2,
march29,2637, 690304, 1,
march29,2642, 690308, 1,
march29,2655, 690304, 1,
march29,2666, 690105, 1,
march29,2666, 690204, 4,
march29,2666, 690206, 1,
march29,2666, 690308, 1,
march29,2666, 690109, 3,
march29,2668, 690109, 1,
march29,2704, 710302, 3,
march29,2704, 690304, 5,
march29,2704, 690105, 6,
march29,2704, 690204, 8,
march29,2704, 690306, 18,
march29,2704, 690107, 14,
march29,2704, 690206, 18,
march29,2704, 690308, 5,
march29,2704, 690109, 19,
march29,2737, 690202, 1,
march29,2802, 710302, 2,
march29,2802, 690304, 5,
march29,2802, 690105, 3,
march29,2802, 690204, 1,
march29,2802, 690306, 3,
march29,2802, 690107, 5,
march29,2802, 690206, 3,
march29,2802, 690308, 29,
march29,2802, 690109, 5,
march29,2802, 690208, 4,
march30,1001, 710302, 1,
march30,1083, 690107, 1,
march30,1181, 690304, 1,
march30,1181, 690105, 2,
march30,1181, 690107, 1,
march30,1289, 690202, 2,
march30,1289, 690306, 1,
march30,1289, 690206, 1,
march30,1289, 690308, 1,
march30,1290, 690306, 2,
march30,1290, 690308, 1,
march30,1293, 710302, 1,
march30,1293, 690306, 1,
march30,1293, 690107, 1,
march30,1293, 690206, 1,
march30,1299, 690107, 1,
march30,1299, 690308, 1,
march30,1781, 710302, 1,
march30,1781, 690304, 1,
march30,1781, 690202, 1,
march30,1781, 690308, 1,
march30,1781, 690208, 1,
march30,1783, 710302, 1,
march30,1783, 690304, 3,
march30,1783, 690105, 1,
march30,1783, 690202, 1,
march30,1783, 690306, 1,
march30,1783, 690206, 1,
march30,1783, 690308, 2,
march30,1793, 690306, 2,
march30,1793, 690107, 1,
march30,1795, 690304, 1,
march30,1795, 690202, 2,
march30,1795, 690306, 1,
march30,1795, 690206, 1,
march30,1795, 690308, 1,
march30,1797, 710302, 1,
march30,1797, 690202, 1,
march30,1797, 690206, 3,
march30,1800, 690202, 1,
march30,1800, 690306, 2,
march30,2148, 350701, 1,
march30,2148, 690308, 1,
march30,2186, 690105, 1,
march30,2480, 350701, 1,
march30,2480, 690304, 5,
march30,2480, 690306, 4,
march30,2480, 690107, 1,
march30,2630, 350701, 1,
march30,2630, 710302, 1,
march30,2630, 690107, 1,
march30,2637, 710302, 1,
march30,2637, 690202, 1,
march30,2637, 690304, 1,
march30,2637, 690105, 1,
march30,2637, 690206, 1,
march30,2642, 690105, 1,
march30,2666, 690304, 1,
march30,2666, 690306, 4,
march30,2666, 690107, 4,
march30,2666, 690206, 1,
march30,2666, 690308, 2,
march30,2666, 690208, 3,
march30,2704, 710302, 3,
march30,2704, 690202, 15,
march30,2704, 690304, 7,
march30,2704, 690105, 3,
march30,2704, 690306, 15,
march30,2704, 690107, 8,
march30,2704, 690206, 8,
march30,2704, 690308, 5,
march30,2704, 690208, 5,
march30,2802, 710302, 1,
march30,2802, 690202, 2,
march30,2802, 690304, 4,
march30,2802, 690105, 1,
march30,2802, 690306, 1,
march30,2802, 690107, 2,
march30,2802, 690206, 6,
march30,2802, 690308, 7,
march31,1081, 350701, 1,
march31,1081, 690105, 1,
march31,1083, 690306, 1,
march31,1181, 690202, 1,
march31,1289, 690304, 1,
march31,1289, 690306, 2,
march31,1289, 690206, 1,
march31,1289, 690308, 1,
march31,1290, 690202, 2,
march31,1290, 690105, 2,
march31,1293, , 3,
march31,1293, 690202, 1,
march31,1293, 690105, 1,
march31,1293, 690308, 1,
march31,1297, 690202, 1,
march31,1299, 690306, 1,
march31,1299, 690107, 1,
march31,1781, 710302, 1,
march31,1781, 690304, 1,
march31,1781, 690306, 1,
march31,1783, 710302, 1,
march31,1783, 690304, 2,
march31,1783, 690107, 6,
march31,1793, 690206, 2,
march31,1793, 690308, 1,
march31,1795, 690206, 1,
march31,1795, 690308, 1,
march31,1797, 690202, 2,
march31,1800, 690105, 1,
march31,1800, 690306, 1,
march31,1994, 690306, 1,
march31,2148, 350701, 2,
march31,2148, 690306, 1,
march31,2186, 690202, 2,
march31,2480, 690105, 2,
march31,2480, 690306, 1,
march31,2480, 690206, 1,
march31,2630, 690304, 3,
march31,2630, 690105, 1,
march31,2637, 690202, 1,
march31,2637, 690105, 3,
march31,2637, 690107, 2,
march31,2666, 710302, 1,
march31,2666, 690105, 3,
march31,2666, 690306, 2,
march31,2666, 690206, 1,
march31,2668, 690107, 1,
march31,2668, 690206, 1,
march31,2704, 710302, 4,
march31,2704, 690202, 2,
march31,2704, 690304, 4,
march31,2704, 690105, 10,
march31,2704, 690204, 6,
march31,2704, 690306, 6,
march31,2704, 690206, 13,
march31,2704, 690308, 7,
march31,2802, 350701, 2,
march31,2802, 690202, 1,
march31,2802, 690304, 1,
march31,2802, 690105, 1,
march31,2802, 690204, 4,
march31,2802, 690306, 6,
march31,2802, 690107, 6,
march31,2802, 690206, 7,
march31,2802, 690308, 5,
april1,1001, , 1,
april1,1064, , 2,
april1,1081, 690105, 1,
april1,1081, 690109, 2,
april1,1083, 690202, 1,
april1,1083, 690105, 3,
april1,1181, , 1,
april1,1181, 690109, 1,
april1,1289, 690304, 1,
april1,1289, 690306, 1,
april1,1289, 690308, 3,
april1,1290, 710302, 2,
april1,1290, 690109, 1,
april1,1293, 350701, 1,
april1,1293, 710302, 1,
april1,1293, 690105, 1,
april1,1293, 690308, 1,
april1,1293, 690109, 1,
april1,1297, 690107, 1,
april1,1297, , 1,
april1,1302, 690204, 1,
april1,1302, , 3,
april1,1781, 710302, 1,
april1,1781, 690202, 1,
april1,1781, 690105, 2,
april1,1781, 690204, 1,
april1,1783, 350701, 1,
april1,1783, 710302, 2,
april1,1783, 690304, 3,
april1,1783, 690105, 1,
april1,1783, 690306, 4,
april1,1783, 690308, 4,
april1,1783, 690109, 3,
april1,1783, , 1,
april1,1791, 350701, 1,
april1,1791, 690304, 2,
april1,1793, 690105, 1,
april1,1793, 690204, 1,
april1,1793, 690107, 2,
april1,1793, 690109, 2,
april1,1795, 690107, 2,
april1,1800, 690304, 1,
april1,1800, 690308, 2,
april1,2148, 350701, 1,
april1,2148, 690105, 2,
april1,2148, 690308, 1,
april1,2186, 690105, 2,
april1,2186, 690204, 2,
april1,2224, 690202, 3,
