10-00-11-UCSC via High,12:54:05
10-00-11-UCSC via High,12:54:05
10-00-11-UCSC via High,12:54:05
10-00-11-UCSC via High,12:54:05
10-00-11-UCSC via High,12:54:05
10-00-11-UCSC via High,12:54:05
10-00-11-UCSC via High,12:54:05
10-00-11-UCSC via High,12:54:05
10-00-11-UCSC via High,12:54:05
10-00-11-UCSC via High,12:54:05
10-00-11-UCSC via High,12:54:05
10-00-11-UCSC via High,12:54:05
10-00-11-UCSC via High,12:54:05
10-00-11-UCSC via High,12:54:05
10-00-11-UCSC via High,12:54:05
10-00-11-UCSC via High,12:54:05
10-00-11-UCSC via High,12:54:05
10-00-11-UCSC via High,12:54:05
10-00-11-UCSC via High,12:54:05
10-00-11-UCSC via High,12:54:05
10-00-11-UCSC via High,12:54:05
10-00-11-UCSC via High,12:54:05
10-00-11-UCSC via High,12:54:05
10-00-11-UCSC via High,12:54:05
10-00-11-UCSC via High,12:54:05
10-00-11-UCSC via High,12:54:05
