1255, , 1,
1255, 350304, 1,
1257, 660103, 3,
1257, 660402, 4,
1364, , 1,
1364, 660103, 1,
1364, 660215, 2,
1658, 660404, 1,
1681, 660103, 1,
1681, 660209, 1,
1683, 660205, 2,
1683, 660209, 1,
1686, 660205, 1,
1686, 350511, 1,
1688, 660402, 1,
1693, 660301, 1,
1755, 660103, 1,
1758, 350304, 1,
2704, 660103, 2,
2704, 350304, 1,
2704, 660205, 3,
2704, 660301, 2,
2704, 350507, 5,
2704, 660209, 6,
2704, 660402, 3,
2704, 350511, 8,
2704, 660404, 8,
2704, 660503, 4,
2704, 660215, 1,
2704, 660217, 10,
1255, 660103, 1,
1255, 350304, 1,
1255, 660205, 1,
1255, 660217, 1,
1257, 660103, 7,
1257, 660209, 5,
1257, 660404, 1,
1258, 350511, 1,
1364, 660103, 1,
1364, 660404, 1,
1585, 660503, 1,
1681, 660201, 1,
1681, 350511, 1,
1683, 660103, 1,
1683, 660209, 1,
1685, 660301, 2,
1686, 660205, 2,
1688, 660503, 1,
1693, 660404, 1,
1751, 660103, 1,
1751, 350507, 1,
1758, 660402, 2,
2272, 660103, 1,
2704, 350304, 1,
2704, 660205, 6,
2704, 350507, 1,
2704, 660402, 5,
2704, 350511, 12,
2704, 660404, 11,
2704, 660503, 9,
2704, 660215, 4,
2704, 660217, 2,
1255, 660103, 1,
1255, 350304, 1,
1255, 350507, 6,
1255, 660402, 5,
1257, 660103, 6,
1257, 660402, 1,
1257, 660404, 7,
1364, 660301, 1,
1364, 350511, 2,
1364, 660404, 1,
1586, 660404, 1,
1586, 660503, 1,
1681, 660201, 1,
1685, 660209, 1,
1685, 350511, 2,
1685, 660217, 1,
1688, 660205, 1,
1751, 660402, 1,
1758, 350304, 1,
2272, 660503, 2,
2272, 660217, 1,
2651, 660503, 1,
2704, 660103, 2,
2704, 350304, 2,
2704, 660301, 7,
2704, 660209, 11,
2704, 350511, 12,
2704, 660503, 6,
2704, 660215, 12,
2704, 660217, 8,
1257, 660103, 8,
1257, 660205, 1,
1257, 350507, 2,
1258, 350507, 1,
1586, 660402, 1,
1586, 350511, 1,
1658, 660205, 1,
1681, 660205, 1,
1681, 350507, 1,
1683, 660205, 1,
1683, 660402, 1,
1685, 660301, 2,
1685, 660209, 1,
1685, 660402, 1,
1686, 350511, 2,
1688, 660402, 1,
1693, 660402, 1,
1758, 350304, 1,
1758, 660402, 1,
2144, 660209, 1,
2704, 660103, 1,
2704, 350304, 6,
2704, 660205, 1,
2704, 660301, 1,
2704, 350507, 1,
2704, 660209, 9,
2704, 660402, 12,
2704, 350511, 5,
2704, 660404, 7,
1255, 660503, 1,
1257, 660201, 1,
1257, 660103, 7,
1257, 660402, 13,
1257, 660215, 1,
1258, 660201, 1,
1364, 660103, 1,
1585, 660217, 1,
1685, 660103, 1,
1685, 660209, 1,
1688, 660103, 1,
1693, 660201, 1,
1751, 660402, 1,
1758, 660209, 5,
2143, 660402, 1,
2144, 660404, 1,
2272, 660215, 1,
2272, 660217, 1,
2704, 660201, 4,
2704, 350304, 5,
2704, 660205, 6,
2704, 350507, 4,
2704, 660404, 35,
2704, 350511, 5,
2704, 660503, 15,
2704, 660215, 8,
2704, 660217, 5,
1255, 350507, 1,
1255, 350511, 8,
1257, 660201, 1,
1257, 660205, 2,
1257, 660402, 4,
1259, 660404, 2,
1364, 660103, 1,
1586, 660209, 2,
1586, 660404, 1,
1586, 660503, 1,
1681, 660201, 1,
1681, 660103, 1,
1681, 660402, 1,
1688, 350507, 1,
1693, 660301, 1,
1755, 350507, 1,
1756, 660205, 1,
1758, 660402, 1,
2272, 660205, 2,
2272, 660209, 6,
2651, 660402, 1,
2704, 660205, 2,
2704, 350507, 5,
2704, 660402, 3,
2704, 660404, 3,
2704, 660503, 5,
2704, 660217, 6,
1255, 660201, 1,
1255, 660404, 1,
1255, 660215, 1,
1257, 660205, 2,
1257, 660503, 1,
