VehicleId,VehicleName,DriverId,DriverFirstName,DriverLastName,RouteId,RouteName,PatternId,PatternName,StopId,StopName,StopNumber,Timepoint,TripId,TripName,RunId,RunName,BlockId,Arrive,ArriveVariance,ScheduledArrive,Depart,DepartVariance,ScheduledDepart,Ons,Offs,ArrivalPassengers,VehicleCapacity,DeparturePassengers
5274,1303,23047,Operator,700,4353,71 - Soquel/Freedom,18652,71-02-38-Wats via Clifford,4747752,Soquel Dr & Paul Sweet Rd,2383,False,3311972,353610,371727,3536,297881,04/10/2022 00:00:14 -07:00,-86086,04/10/2022 23:55:00 -07:00,04/10/2022 00:00:22 -07:00,-86078,04/10/2022 23:55:00 -07:00,0,0,0,28,0
5274,1303,23047,Operator,700,4353,71 - Soquel/Freedom,18652,71-02-38-Wats via Clifford,4747539,Soquel Dr (Dominican Hospital),1806,True,3311972,353610,371727,3536,297881,04/10/2022 00:00:34 -07:00,-86126,04/10/2022 23:56:00 -07:00,04/10/2022 00:00:42 -07:00,-86118,04/10/2022 23:56:00 -07:00,0,0,0,28,0
5274,1303,23047,Operator,700,4353,71 - Soquel/Freedom,18652,71-02-38-Wats via Clifford,4747541,Soquel Dr & Mission Dr,1808,False,3311972,353610,371727,3536,297881,04/10/2022 00:00:50 -07:00,-86110,04/10/2022 23:56:00 -07:00,04/10/2022 00:00:54 -07:00,-86106,04/10/2022 23:56:00 -07:00,0,0,0,28,0
5228,2316,15950,Operator,608,5337,18 - UCSC via Main Gate - Mission,16773,18-00-1-UCSC via Mission,4747871,Western Dr & Monarch Way,2660,False,3311845,103113,371713,1031,297867,04/10/2022 00:00:57 -07:00,-86103,04/10/2022 23:56:00 -07:00,04/10/2022 00:01:09 -07:00,-86091,04/10/2022 23:56:00 -07:00,0,0,0,57,0
5274,1303,23047,Operator,700,4353,71 - Soquel/Freedom,18652,71-02-38-Wats via Clifford,4747742,Soquel Dr & Chanticleer Ave,2367,False,3311972,353610,371727,3536,297881,04/10/2022 00:01:06 -07:00,-86154,04/10/2022 23:57:00 -07:00,04/10/2022 00:01:10 -07:00,-86150,04/10/2022 23:57:00 -07:00,0,0,0,28,0
5228,2316,15950,Operator,608,5337,18 - UCSC via Main Gate - Mission,16773,18-00-1-UCSC via Mission,4747872,Western Dr & Western Ct,2661,False,3311845,103113,371713,1031,297867,04/10/2022 00:01:13 -07:00,-86087,04/10/2022 23:56:00 -07:00,04/10/2022 00:01:21 -07:00,-86079,04/10/2022 23:56:00 -07:00,0,0,0,57,0
5274,1303,23047,Operator,700,4353,71 - Soquel/Freedom,18652,71-02-38-Wats via Clifford,4747544,Soquel Dr & Winkle Ave,1811,False,3311972,353610,371727,3536,297881,04/10/2022 00:01:25 -07:00,-86195,04/10/2022 23:58:00 -07:00,04/10/2022 00:01:29 -07:00,-86191,04/10/2022 23:58:00 -07:00,0,0,0,28,0
5228,2316,15950,Operator,608,5337,18 - UCSC via Main Gate - Mission,16773,18-00-1-UCSC via Mission,4747873,Western Dr & Cypress Park,2662,False,3311845,103113,371713,1031,297867,04/10/2022 00:01:37 -07:00,-86123,04/10/2022 23:57:00 -07:00,04/10/2022 00:01:45 -07:00,-86115,04/10/2022 23:57:00 -07:00,0,0,0,57,0
5228,2316,15950,Operator,608,5337,18 - UCSC via Main Gate - Mission,16773,18-00-1-UCSC via Mission,4747874,Western Dr & Flower,2663,False,3311845,103113,371713,1031,297867,04/10/2022 00:01:57 -07:00,-86103,04/10/2022 23:57:00 -07:00,04/10/2022 00:02:29 -07:00,-86071,04/10/2022 23:57:00 -07:00,0,0,0,57,0
5274,1303,23047,Operator,700,4353,71 - Soquel/Freedom,18652,71-02-38-Wats via Clifford,4747932,Soquel Dr & Research Park Dr,2733,False,3311972,353610,371727,3536,297881,04/10/2022 00:02:09 -07:00,-86211,04/10/2022 23:59:00 -07:00,04/10/2022 00:03:05 -07:00,-86155,04/10/2022 23:59:00 -07:00,0,0,0,28,0
5274,1303,23047,Operator,700,4353,71 - Soquel/Freedom,18652,71-02-38-Wats via Clifford,4747548,Soquel Dr & 41st Ave,1818,True,3311972,353610,371727,3536,297881,04/10/2022 00:03:21 -07:00,201,04/10/2022 00:00:00 -07:00,04/10/2022 00:04:21 -07:00,261,04/10/2022 00:00:00 -07:00,0,0,0,28,0
5228,2316,15950,Operator,608,5337,18 - UCSC via Main Gate - Mission,16773,18-00-1-UCSC via Mission,4747846,Mission & Swift,2619,False,3311845,103113,371713,1031,297867,04/10/2022 00:04:13 -07:00,-86087,04/10/2022 23:59:00 -07:00,04/10/2022 00:04:21 -07:00,-86079,04/10/2022 23:59:00 -07:00,0,0,0,57,0
5228,2316,15950,Operator,608,5337,18 - UCSC via Main Gate - Mission,16773,18-00-1-UCSC via Mission,4747443,Mission & Miramar Dr (Almar Shopping Ctr),1619,False,3311845,103113,371713,1031,297867,04/10/2022 00:04:49 -07:00,289,04/10/2022 00:00:00 -07:00,04/10/2022 00:05:01 -07:00,301,04/10/2022 00:00:00 -07:00,0,0,0,57,0
5274,1303,23047,Operator,700,4353,71 - Soquel/Freedom,18652,71-02-38-Wats via Clifford,4747549,Soquel Dr & Daubenbiss Ave,1820,False,3311972,353610,371727,3536,297881,04/10/2022 00:05:01 -07:00,241,04/10/2022 00:01:00 -07:00,04/10/2022 00:05:33 -07:00,273,04/10/2022 00:01:00 -07:00,0,0,0,28,0
5228,2316,15950,Operator,608,5337,18 - UCSC via Main Gate - Mission,16773,18-00-1-UCSC via Mission,4747446,Mission & Palm (Palm Center),1623,True,3311845,103113,371713,1031,297867,04/10/2022 00:05:33 -07:00,273,04/10/2022 00:01:00 -07:00,04/10/2022 00:05:45 -07:00,285,04/10/2022 00:01:00 -07:00,0,0,0,57,0
