10-00-11-UCSC via High,07:15:36
10-00-11-UCSC via High,08:15:38
10-00-11-UCSC via High,09:15:27
10-00-11-UCSC via High,09:15:27
10-00-11-UCSC via High,09:15:27
10-00-11-UCSC via High,09:15:27
10-00-11-UCSC via High,09:15:27
10-00-11-UCSC via High,09:15:27
10-00-11-UCSC via High,09:15:27
10-00-11-UCSC via High,09:15:27
10-00-11-UCSC via High,10:15:17
10-00-11-UCSC via High,12:21:36
10-00-11-UCSC via High,12:21:36
10-00-11-UCSC via High,12:21:36
10-00-11-UCSC via High,12:21:36
10-00-11-UCSC via High,12:21:36
10-00-11-UCSC via High,12:21:36
10-00-11-UCSC via High,12:21:36
10-00-11-UCSC via High,12:21:36
10-00-11-UCSC via High,12:21:36
10-00-11-UCSC via High,12:21:36
10-00-11-UCSC via High,12:21:36
10-00-11-UCSC via High,12:21:36
10-00-11-UCSC via High,12:21:36
10-00-11-UCSC via High,12:21:36
10-00-11-UCSC via High,12:21:36
10-00-11-UCSC via High,12:21:36
10-00-11-UCSC via High,12:21:36
10-00-11-UCSC via High,12:21:36
10-00-11-UCSC via High,12:21:36
10-00-11-UCSC via High,12:21:36
10-00-11-UCSC via High,12:21:36
10-00-11-UCSC via High,12:21:36
10-00-11-UCSC via High,12:21:36
10-00-11-UCSC via High,12:21:36
10-00-11-UCSC via High,12:21:36
10-00-11-UCSC via High,13:17:57
10-00-11-UCSC via High,13:17:57
10-00-11-UCSC via High,14:18:29
10-00-11-UCSC via High,15:14:17
10-00-11-UCSC via High,15:14:17
10-00-11-UCSC via High,15:14:17
10-00-11-UCSC via High,17:16:07
10-00-11-UCSC via High,17:16:07
10-00-11-UCSC via High,18:57:53
