VehicleId,VehicleName,DriverId,DriverFirstName,DriverLastName,RouteId,RouteName,PatternId,PatternName,StopId,StopName,StopNumber,Timepoint,TripId,TripName,RunId,RunName,BlockId,Arrive,Depart,DepartVariance,ScheduledDepart,Ons,Offs,ArrivalPassengers,VehicleCapacity,DeparturePassengers
5272,1904,15936,Operator,588,5337,18 - UCSC via Main Gate - Mission,16773,18-00-1-UCSC via Mission,4747902,Santa Cruz Metro Center,2700,FALSE,3313321,190103,371867,1901,297971,05/12/2022 09:46:40 -07:00,05/12/2022 09:46:40 -07:00,160,05/12/2022 09:44:00 -07:00,0,0,0,39,0
5221,2322,15921,Operator,562,5337,18 - UCSC via Main Gate - Mission,16773,18-00-1-UCSC via Mission,4747635,"Hagar Dr (UCSC - Bookstore, Cowell & Stevenson)",2102,FALSE,3313281,180104,371864,1801,297968,05/12/2022 09:46:49 -07:00,05/12/2022 09:47:53 -07:00,653,05/12/2022 09:37:00 -07:00,0,0,0,57,0
5221,2322,15921,Operator,562,5337,18 - UCSC via Main Gate - Mission,16773,18-00-1-UCSC via Mission,4747442,McLaughlin Dr (UCSC - Crown & Merrill College),1617,FALSE,3313281,180104,371864,1801,297968,05/12/2022 09:48:01 -07:00,05/12/2022 09:49:09 -07:00,549,05/12/2022 09:40:00 -07:00,0,0,0,57,0
5221,2322,15921,Operator,562,5337,18 - UCSC via Main Gate - Mission,16773,18-00-1-UCSC via Mission,4747441,McLaughlin Dr (UCSC - College 9 & 10 / Health Ctr),1616,FALSE,3313281,180104,371864,1801,297968,05/12/2022 09:49:45 -07:00,05/12/2022 09:50:53 -07:00,353,05/12/2022 09:45:00 -07:00,0,0,0,57,0
5221,2322,15921,Operator,562,5337,18 - UCSC via Main Gate - Mission,16773,18-00-1-UCSC via Mission,4747440,McLaughlin Dr (UCSC - Science Hill),1615,TRUE,3313281,180104,371864,1801,297968,05/12/2022 09:51:29 -07:00,05/12/2022 09:52:17 -07:00,77,05/12/2022 09:51:00 -07:00,0,0,0,57,0
5221,2322,15921,Operator,562,5337,18 - UCSC via Main Gate - Mission,16773,18-00-1-UCSC via Mission,4747389,Heller Dr & McLaughlin Dr (UCSC - Kresge College),1509,FALSE,3313281,180104,371864,1801,297968,05/12/2022 09:52:29 -07:00,05/12/2022 09:53:05 -07:00,125,05/12/2022 09:51:00 -07:00,0,0,0,57,0
7295,521,15946,Operator,539,5337,18 - UCSC via Main Gate - Mission,16773,18-00-1-UCSC via Mission,4747903,Santa Cruz Metro Center - Lane 1,2701,TRUE,3313347,190303,371869,1903,297973,05/12/2022 09:53:17 -07:00,05/12/2022 09:56:05 -07:00,65,05/12/2022 09:55:00 -07:00,0,0,0,39,0
5221,2322,15921,Operator,562,5337,18 - UCSC via Main Gate - Mission,16773,18-00-1-UCSC via Mission,4747779,Heller Dr (UCSC - Rachel Carson College & Porter),2448,FALSE,3313281,180104,371864,1801,297968,05/12/2022 09:54:25 -07:00,05/12/2022 09:55:05 -07:00,125,05/12/2022 09:53:00 -07:00,0,0,0,57,0
5221,2322,15921,Operator,562,5337,18 - UCSC via Main Gate - Mission,16773,18-00-1-UCSC via Mission,4747813,Heller Dr (UCSC - Family Student Housing),2516,FALSE,3313281,180104,371864,1801,297968,05/12/2022 09:55:17 -07:00,05/12/2022 09:55:33 -07:00,93,05/12/2022 09:54:00 -07:00,0,0,0,57,0
5221,2322,15921,Operator,562,5337,18 - UCSC via Main Gate - Mission,16773,18-00-1-UCSC via Mission,4747388,Heller Dr (UCSC - Oakes College),1505,FALSE,3313281,180104,371864,1801,297968,05/12/2022 09:55:53 -07:00,05/12/2022 09:56:25 -07:00,145,05/12/2022 09:54:00 -07:00,0,0,0,57,0
5221,2322,15921,Operator,562,5337,18 - UCSC via Main Gate - Mission,16773,18-00-1-UCSC via Mission,4747726,Empire Grade (UCSC - Arboretum),2328,FALSE,3313281,180104,371864,1801,297968,05/12/2022 09:57:31 -07:00,05/12/2022 09:57:37 -07:00,97,05/12/2022 09:56:00 -07:00,0,0,0,57,0
5221,2322,15921,Operator,562,5337,18 - UCSC via Main Gate - Mission,16773,18-00-1-UCSC via Mission,4747938,High (Tosca Terrace),2739,FALSE,3313281,180104,371864,1801,297968,05/12/2022 09:58:13 -07:00,05/12/2022 09:58:17 -07:00,77,05/12/2022 09:57:00 -07:00,0,0,0,57,0
7295,521,15946,Operator,539,5337,18 - UCSC via Main Gate - Mission,16773,18-00-1-UCSC via Mission,4747438,Laurel & Center,1591,FALSE,3313347,190303,371869,1903,297973,05/12/2022 09:58:17 -07:00,05/12/2022 09:58:53 -07:00,113,05/12/2022 09:57:00 -07:00,0,0,0,39,0
5221,2322,15921,Operator,562,5337,18 - UCSC via Main Gate - Mission,16773,18-00-1-UCSC via Mission,4747870,Western Dr & Meder,2659,FALSE,3313281,180104,371864,1801,297968,05/12/2022 09:59:01 -07:00,05/12/2022 09:59:17 -07:00,17,05/12/2022 09:59:00 -07:00,0,0,0,57,0
7295,521,15946,Operator,539,5337,18 - UCSC via Main Gate - Mission,16773,18-00-1-UCSC via Mission,4747930,Laurel & Blackburn,2731,FALSE,3313347,190303,371869,1903,297973,05/12/2022 09:59:17 -07:00,05/12/2022 09:59:29 -07:00,89,05/12/2022 09:58:00 -07:00,0,0,0,39,0
5221,2322,15921,Operator,562,5337,18 - UCSC via Main Gate - Mission,16773,18-00-1-UCSC via Mission,4747871,Western Dr & Monarch Way,2660,FALSE,3313281,180104,371864,1801,297968,05/12/2022 09:59:41 -07:00,05/12/2022 09:59:49 -07:00,-11,05/12/2022 10:00:00 -07:00,0,0,0,57,0
5221,2322,15921,Operator,562,5337,18 - UCSC via Main Gate - Mission,16773,18-00-1-UCSC via Mission,4747872,Western Dr & Western Ct,2661,FALSE,3313281,180104,371864,1801,297968,05/12/2022 09:59:53 -07:00,05/12/2022 10:00:13 -07:00,13,05/12/2022 10:00:00 -07:00,0,0,0,57,0
5221,2322,15921,Operator,562,5337,18 - UCSC via Main Gate - Mission,16773,18-00-1-UCSC via Mission,4747873,Western Dr & Cypress Park,2662,FALSE,3313281,180104,371864,1801,297968,05/12/2022 10:00:33 -07:00,05/12/2022 10:00:41 -07:00,41,05/12/2022 10:00:00 -07:00,0,0,0,57,0
5221,2322,15921,Operator,562,5337,18 - UCSC via Main Gate - Mission,16773,18-00-1-UCSC via Mission,4747874,Western Dr & Flower,2663,FALSE,3313281,180104,371864,1801,297968,05/12/2022 10:00:49 -07:00,05/12/2022 10:01:13 -07:00,13,05/12/2022 10:01:00 -07:00,0,0,0,57,0
7295,521,15946,Operator,539,5337,18 - UCSC via Main Gate - Mission,16773,18-00-1-UCSC via Mission,4747450,Mission & Laurel,1630,FALSE,3313347,190303,371869,1903,297973,05/12/2022 10:02:49 -07:00,05/12/2022 10:03:29 -07:00,209,05/12/2022 10:00:00 -07:00,0,0,0,39,0
5221,2322,15921,Operator,562,5337,18 - UCSC via Main Gate - Mission,16773,18-00-1-UCSC via Mission,4747846,Mission & Swift,2619,FALSE,3313281,180104,371864,1801,297968,05/12/2022 10:03:03 -07:00,05/12/2022 10:03:27 -07:00,27,05/12/2022 10:03:00 -07:00,0,0,0,57,0
5221,2322,15921,Operator,562,5337,18 - UCSC via Main Gate - Mission,16773,18-00-1-UCSC via Mission,4747443,Mission & Miramar Dr (Almar Shopping Ctr),1619,FALSE,3313281,180104,371864,1801,297968,05/12/2022 10:03:51 -07:00,05/12/2022 10:05:03 -07:00,63,05/12/2022 10:04:00 -07:00,0,0,0,57,0
7295,521,15946,Operator,539,5337,18 - UCSC via Main Gate - Mission,16773,18-00-1-UCSC via Mission,4747447,Mission & Olive,1624,TRUE,3313347,190303,371869,1903,297973,05/12/2022 10:04:37 -07:00,05/12/2022 10:05:25 -07:00,205,05/12/2022 10:02:00 -07:00,0,0,0,39,0
5221,2322,15921,Operator,562,5337,18 - UCSC via Main Gate - Mission,16773,18-00-1-UCSC via Mission,4747446,Mission & Palm (Palm Center),1623,TRUE,3313281,180104,371864,1801,297968,05/12/2022 10:05:31 -07:00,05/12/2022 10:05:59 -07:00,59,05/12/2022 10:05:00 -07:00,0,0,0,57,0
7295,521,15946,Operator,539,5337,18 - UCSC via Main Gate - Mission,16773,18-00-1-UCSC via Mission,4747444,Mission & Miramar Dr (Almar Shopping Ctr),1620,FALSE,3313347,190303,371869,1903,297973,05/12/2022 10:06:09 -07:00,05/12/2022 10:06:49 -07:00,289,05/12/2022 10:02:00 -07:00,0,0,0,39,0
5221,2322,15921,Operator,562,5337,18 - UCSC via Main Gate - Mission,16773,18-00-1-UCSC via Mission,4747448,Mission & Trescony,1625,FALSE,3313281,180104,371864,1801,297968,05/12/2022 10:06:15 -07:00,05/12/2022 10:06:23 -07:00,-37,05/12/2022 10:07:00 -07:00,0,0,0,57,0
5221,2322,15921,Operator,562,5337,18 - UCSC via Main Gate - Mission,16773,18-00-1-UCSC via Mission,4747449,Mission & Laurel,1629,FALSE,3313281,180104,371864,1801,297968,05/12/2022 10:06:35 -07:00,05/12/2022 10:07:07 -07:00,-53,05/12/2022 10:08:00 -07:00,0,0,0,57,0
7295,521,15946,Operator,539,5337,18 - UCSC via Main Gate - Mission,16773,18-00-1-UCSC via Mission,4747733,Mission & King,2342,FALSE,3313347,190303,371869,1903,297973,05/12/2022 10:07:05 -07:00,05/12/2022 10:07:13 -07:00,253,05/12/2022 10:03:00 -07:00,0,0,0,39,0
5221,2322,15921,Operator,562,5337,18 - UCSC via Main Gate - Mission,16773,18-00-1-UCSC via Mission,4747437,Laurel & Blackburn,1590,FALSE,3313281,180104,371864,1801,297968,05/12/2022 10:07:59 -07:00,05/12/2022 10:08:27 -07:00,-153,05/12/2022 10:11:00 -07:00,0,0,0,57,0
5221,2322,15921,Operator,562,5337,18 - UCSC via Main Gate - Mission,16773,18-00-1-UCSC via Mission,4747825,Laurel & Chestnut,2572,FALSE,3313281,180104,371864,1801,297968,05/12/2022 10:08:35 -07:00,05/12/2022 10:08:59 -07:00,-121,05/12/2022 10:11:00 -07:00,0,0,0,57,0
7295,521,15946,Operator,539,5337,18 - UCSC via Main Gate - Mission,16773,18-00-1-UCSC via Mission,4747734,Western Dr & Beachview Ave,2344,FALSE,3313347,190303,371869,1903,297973,05/12/2022 10:08:57 -07:00,05/12/2022 10:09:45 -07:00,405,05/12/2022 10:03:00 -07:00,0,0,0,39,0
7295,521,15946,Operator,539,5337,18 - UCSC via Main Gate - Mission,16773,18-00-1-UCSC via Mission,4747609,Western Dr & Flower,1907,FALSE,3313347,190303,371869,1903,297973,05/12/2022 10:10:05 -07:00,05/12/2022 10:10:17 -07:00,437,05/12/2022 10:03:00 -07:00,0,0,0,39,0
5221,2322,15921,Operator,562,5337,18 - UCSC via Main Gate - Mission,16773,18-00-1-UCSC via Mission,4747902,Santa Cruz Metro Center,2700,FALSE,3313281,180104,371864,1801,297968,05/12/2022 10:10:11 -07:00,05/12/2022 10:10:11 -07:00,-229,05/12/2022 10:14:00 -07:00,0,0,0,57,0
7295,521,15946,Operator,539,5337,18 - UCSC via Main Gate - Mission,16773,18-00-1-UCSC via Mission,4747754,Western Dr & Western Ct,2393,FALSE,3313347,190303,371869,1903,297973,05/12/2022 10:10:57 -07:00,05/12/2022 10:11:01 -07:00,421,05/12/2022 10:04:00 -07:00,0,0,0,39,0
7295,521,15946,Operator,539,5337,18 - UCSC via Main Gate - Mission,16773,18-00-1-UCSC via Mission,4747610,Western Dr & Monarch Way,1909,FALSE,3313347,190303,371869,1903,297973,05/12/2022 10:11:09 -07:00,05/12/2022 10:11:17 -07:00,437,05/12/2022 10:04:00 -07:00,0,0,0,39,0
7295,521,15946,Operator,539,5337,18 - UCSC via Main Gate - Mission,16773,18-00-1-UCSC via Mission,4747611,Western Dr & Meder,1910,FALSE,3313347,190303,371869,1903,297973,05/12/2022 10:11:41 -07:00,05/12/2022 10:11:49 -07:00,469,05/12/2022 10:04:00 -07:00,0,0,0,39,0
7295,521,15946,Operator,539,5337,18 - UCSC via Main Gate - Mission,16773,18-00-1-UCSC via Mission,4747390,High & Western Dr,1510,FALSE,3313347,190303,371869,1903,297973,05/12/2022 10:12:41 -07:00,05/12/2022 10:12:57 -07:00,477,05/12/2022 10:05:00 -07:00,0,0,0,39,0
7295,521,15946,Operator,539,5337,18 - UCSC via Main Gate - Mission,16773,18-00-1-UCSC via Mission,4747299,Bay & High (UCSC - Main Entrance),1341,FALSE,3313347,190303,371869,1903,297973,05/12/2022 10:13:53 -07:00,05/12/2022 10:14:53 -07:00,593,05/12/2022 10:05:00 -07:00,0,0,0,39,0
7295,521,15946,Operator,539,5337,18 - UCSC via Main Gate - Mission,16773,18-00-1-UCSC via Mission,4747300,Coolidge Dr & Hagar Ct  (UCSC - Lower Campus),1342,FALSE,3313347,190303,371869,1903,297973,05/12/2022 10:15:41 -07:00,05/12/2022 10:15:53 -07:00,593,05/12/2022 10:06:00 -07:00,0,0,0,39,0
7295,521,15946,Operator,539,5337,18 - UCSC via Main Gate - Mission,16773,18-00-1-UCSC via Mission,4747879,Hagar Dr & Village Rd (UCSC - The Farm),2669,FALSE,3313347,190303,371869,1903,297973,05/12/2022 10:16:53 -07:00,05/12/2022 10:17:01 -07:00,661,05/12/2022 10:06:00 -07:00,0,0,0,39,0
7295,521,15946,Operator,539,5337,18 - UCSC via Main Gate - Mission,16773,18-00-1-UCSC via Mission,4747387,Hagar Dr (UCSC - East Remote Parking),1501,FALSE,3313347,190303,371869,1903,297973,05/12/2022 10:17:37 -07:00,05/12/2022 10:17:45 -07:00,705,05/12/2022 10:06:00 -07:00,0,0,0,39,0
7295,521,15946,Operator,539,5337,18 - UCSC via Main Gate - Mission,16773,18-00-1-UCSC via Mission,4747634,Hagar Dr (UCSC - East Field House),2101,FALSE,3313347,190303,371869,1903,297973,05/12/2022 10:18:09 -07:00,05/12/2022 10:18:17 -07:00,677,05/12/2022 10:07:00 -07:00,0,0,0,39,0
7295,521,15946,Operator,539,5337,18 - UCSC via Main Gate - Mission,16773,18-00-1-UCSC via Mission,4747635,"Hagar Dr (UCSC - Bookstore, Cowell & Stevenson)",2102,FALSE,3313347,190303,371869,1903,297973,05/12/2022 10:18:45 -07:00,05/12/2022 10:19:33 -07:00,753,05/12/2022 10:07:00 -07:00,0,0,0,39,0
7295,521,15946,Operator,539,5337,18 - UCSC via Main Gate - Mission,16773,18-00-1-UCSC via Mission,4747442,McLaughlin Dr (UCSC - Crown & Merrill College),1617,FALSE,3313347,190303,371869,1903,297973,05/12/2022 10:19:41 -07:00,05/12/2022 10:20:37 -07:00,637,05/12/2022 10:10:00 -07:00,0,0,0,39,0
7295,521,15946,Operator,539,5337,18 - UCSC via Main Gate - Mission,16773,18-00-1-UCSC via Mission,4747441,McLaughlin Dr (UCSC - College 9 & 10 / Health Ctr),1616,FALSE,3313347,190303,371869,1903,297973,05/12/2022 10:21:09 -07:00,05/12/2022 10:21:53 -07:00,413,05/12/2022 10:15:00 -07:00,0,0,0,39,0
7295,521,15946,Operator,539,5337,18 - UCSC via Main Gate - Mission,16773,18-00-1-UCSC via Mission,4747440,McLaughlin Dr (UCSC - Science Hill),1615,TRUE,3313347,190303,371869,1903,297973,05/12/2022 10:22:29 -07:00,05/12/2022 10:23:13 -07:00,133,05/12/2022 10:21:00 -07:00,0,0,0,39,0
7295,521,15946,Operator,539,5337,18 - UCSC via Main Gate - Mission,16773,18-00-1-UCSC via Mission,4747389,Heller Dr & McLaughlin Dr (UCSC - Kresge College),1509,FALSE,3313347,190303,371869,1903,297973,05/12/2022 10:23:25 -07:00,05/12/2022 10:24:05 -07:00,185,05/12/2022 10:21:00 -07:00,0,0,0,39,0
7295,521,15946,Operator,539,5337,18 - UCSC via Main Gate - Mission,16773,18-00-1-UCSC via Mission,4747779,Heller Dr (UCSC - Rachel Carson College & Porter),2448,FALSE,3313347,190303,371869,1903,297973,05/12/2022 10:25:25 -07:00,05/12/2022 10:26:21 -07:00,201,05/12/2022 10:23:00 -07:00,0,0,0,39,0
7295,521,15946,Operator,539,5337,18 - UCSC via Main Gate - Mission,16773,18-00-1-UCSC via Mission,4747813,Heller Dr (UCSC - Family Student Housing),2516,FALSE,3313347,190303,371869,1903,297973,05/12/2022 10:26:29 -07:00,05/12/2022 10:26:45 -07:00,165,05/12/2022 10:24:00 -07:00,0,0,0,39,0
7295,521,15946,Operator,539,5337,18 - UCSC via Main Gate - Mission,16773,18-00-1-UCSC via Mission,4747388,Heller Dr (UCSC - Oakes College),1505,FALSE,3313347,190303,371869,1903,297973,05/12/2022 10:27:05 -07:00,05/12/2022 10:27:41 -07:00,221,05/12/2022 10:24:00 -07:00,0,0,0,39,0
7295,521,15946,Operator,539,5337,18 - UCSC via Main Gate - Mission,16773,18-00-1-UCSC via Mission,4747726,Empire Grade (UCSC - Arboretum),2328,FALSE,3313347,190303,371869,1903,297973,05/12/2022 10:28:42 -07:00,05/12/2022 10:28:48 -07:00,168,05/12/2022 10:26:00 -07:00,0,0,0,39,0
7295,521,15946,Operator,539,5337,18 - UCSC via Main Gate - Mission,16773,18-00-1-UCSC via Mission,4747938,High (Tosca Terrace),2739,FALSE,3313347,190303,371869,1903,297973,05/12/2022 10:29:20 -07:00,05/12/2022 10:29:24 -07:00,144,05/12/2022 10:27:00 -07:00,0,0,0,39,0
7295,521,15946,Operator,539,5337,18 - UCSC via Main Gate - Mission,16773,18-00-1-UCSC via Mission,4747870,Western Dr & Meder,2659,FALSE,3313347,190303,371869,1903,297973,05/12/2022 10:30:12 -07:00,05/12/2022 10:30:44 -07:00,104,05/12/2022 10:29:00 -07:00,0,0,0,39,0
7295,521,15946,Operator,539,5337,18 - UCSC via Main Gate - Mission,16773,18-00-1-UCSC via Mission,4747871,Western Dr & Monarch Way,2660,FALSE,3313347,190303,371869,1903,297973,05/12/2022 10:31:16 -07:00,05/12/2022 10:31:24 -07:00,84,05/12/2022 10:30:00 -07:00,0,0,0,39,0
7295,521,15946,Operator,539,5337,18 - UCSC via Main Gate - Mission,16773,18-00-1-UCSC via Mission,4747872,Western Dr & Western Ct,2661,FALSE,3313347,190303,371869,1903,297973,05/12/2022 10:31:28 -07:00,05/12/2022 10:31:36 -07:00,96,05/12/2022 10:30:00 -07:00,0,0,0,39,0
7295,521,15946,Operator,539,5337,18 - UCSC via Main Gate - Mission,16773,18-00-1-UCSC via Mission,4747873,Western Dr & Cypress Park,2662,FALSE,3313347,190303,371869,1903,297973,05/12/2022 10:31:52 -07:00,05/12/2022 10:32:00 -07:00,120,05/12/2022 10:30:00 -07:00,0,0,0,39,0
7295,521,15946,Operator,539,5337,18 - UCSC via Main Gate - Mission,16773,18-00-1-UCSC via Mission,4747874,Western Dr & Flower,2663,FALSE,3313347,190303,371869,1903,297973,05/12/2022 10:32:12 -07:00,05/12/2022 10:32:20 -07:00,80,05/12/2022 10:31:00 -07:00,0,0,0,39,0
7295,521,15946,Operator,539,5337,18 - UCSC via Main Gate - Mission,16773,18-00-1-UCSC via Mission,4747846,Mission & Swift,2619,FALSE,3313347,190303,371869,1903,297973,05/12/2022 10:34:00 -07:00,05/12/2022 10:34:08 -07:00,68,05/12/2022 10:33:00 -07:00,0,0,0,39,0
7295,521,15946,Operator,539,5337,18 - UCSC via Main Gate - Mission,16773,18-00-1-UCSC via Mission,4747443,Mission & Miramar Dr (Almar Shopping Ctr),1619,FALSE,3313347,190303,371869,1903,297973,05/12/2022 10:34:36 -07:00,05/12/2022 10:35:44 -07:00,104,05/12/2022 10:34:00 -07:00,0,0,0,39,0
7295,521,15946,Operator,539,5337,18 - UCSC via Main Gate - Mission,16773,18-00-1-UCSC via Mission,4747446,Mission & Palm (Palm Center),1623,TRUE,3313347,190303,371869,1903,297973,05/12/2022 10:36:12 -07:00,05/12/2022 10:36:52 -07:00,112,05/12/2022 10:35:00 -07:00,0,0,0,39,0
7295,521,15946,Operator,539,5337,18 - UCSC via Main Gate - Mission,16773,18-00-1-UCSC via Mission,4747448,Mission & Trescony,1625,FALSE,3313347,190303,371869,1903,297973,05/12/2022 10:38:00 -07:00,05/12/2022 10:38:12 -07:00,72,05/12/2022 10:37:00 -07:00,0,0,0,39,0
7295,521,15946,Operator,539,5337,18 - UCSC via Main Gate - Mission,16773,18-00-1-UCSC via Mission,4747449,Mission & Laurel,1629,FALSE,3313347,190303,371869,1903,297973,05/12/2022 10:38:28 -07:00,05/12/2022 10:38:52 -07:00,52,05/12/2022 10:38:00 -07:00,0,0,0,39,0
7295,521,15946,Operator,539,5337,18 - UCSC via Main Gate - Mission,16773,18-00-1-UCSC via Mission,4747437,Laurel & Blackburn,1590,FALSE,3313347,190303,371869,1903,297973,05/12/2022 10:39:48 -07:00,05/12/2022 10:40:00 -07:00,-60,05/12/2022 10:41:00 -07:00,0,0,0,39,0
7295,521,15946,Operator,539,5337,18 - UCSC via Main Gate - Mission,16773,18-00-1-UCSC via Mission,4747825,Laurel & Chestnut,2572,FALSE,3313347,190303,371869,1903,297973,05/12/2022 10:40:08 -07:00,05/12/2022 10:41:08 -07:00,8,05/12/2022 10:41:00 -07:00,0,0,0,39,0
7295,521,15946,Operator,539,5337,18 - UCSC via Main Gate - Mission,16773,18-00-1-UCSC via Mission,4747902,Santa Cruz Metro Center,2700,FALSE,3313347,190303,371869,1903,297973,05/12/2022 10:43:22 -07:00,05/12/2022 10:43:22 -07:00,-38,05/12/2022 10:44:00 -07:00,0,0,0,39,0
5281,2333,19088,Operator,683,5337,18 - UCSC via Main Gate - Mission,16773,18-00-1-UCSC via Mission,4747903,Santa Cruz Metro Center - Lane 1,2701,TRUE,3313354,190402,371870,1904,297974,05/12/2022 10:53:10 -07:00,05/12/2022 10:55:58 -07:00,58,05/12/2022 10:55:00 -07:00,0,0,0,57,0
5281,2333,19088,Operator,683,5337,18 - UCSC via Main Gate - Mission,16773,18-00-1-UCSC via Mission,4747438,Laurel & Center,1591,FALSE,3313354,190402,371870,1904,297974,05/12/2022 10:57:30 -07:00,05/12/2022 10:58:30 -07:00,90,05/12/2022 10:57:00 -07:00,0,0,0,57,0
5281,2333,19088,Operator,683,5337,18 - UCSC via Main Gate - Mission,16773,18-00-1-UCSC via Mission,4747930,Laurel & Blackburn,2731,FALSE,3313354,190402,371870,1904,297974,05/12/2022 10:59:06 -07:00,05/12/2022 10:59:50 -07:00,110,05/12/2022 10:58:00 -07:00,0,0,0,57,0
5281,2333,19088,Operator,683,5337,18 - UCSC via Main Gate - Mission,16773,18-00-1-UCSC via Mission,4747450,Mission & Laurel,1630,FALSE,3313354,190402,371870,1904,297974,05/12/2022 11:02:22 -07:00,05/12/2022 11:02:58 -07:00,178,05/12/2022 11:00:00 -07:00,0,0,0,57,0
5281,2333,19088,Operator,683,5337,18 - UCSC via Main Gate - Mission,16773,18-00-1-UCSC via Mission,4747447,Mission & Olive,1624,TRUE,3313354,190402,371870,1904,297974,05/12/2022 11:04:42 -07:00,05/12/2022 11:04:50 -07:00,170,05/12/2022 11:02:00 -07:00,0,0,0,57,0
5281,2333,19088,Operator,683,5337,18 - UCSC via Main Gate - Mission,16773,18-00-1-UCSC via Mission,4747444,Mission & Miramar Dr (Almar Shopping Ctr),1620,FALSE,3313354,190402,371870,1904,297974,05/12/2022 11:05:30 -07:00,05/12/2022 11:06:14 -07:00,254,05/12/2022 11:02:00 -07:00,0,0,0,57,0
5281,2333,19088,Operator,683,5337,18 - UCSC via Main Gate - Mission,16773,18-00-1-UCSC via Mission,4747733,Mission & King,2342,FALSE,3313354,190402,371870,1904,297974,05/12/2022 11:06:30 -07:00,05/12/2022 11:07:02 -07:00,242,05/12/2022 11:03:00 -07:00,0,0,0,57,0
5281,2333,19088,Operator,683,5337,18 - UCSC via Main Gate - Mission,16773,18-00-1-UCSC via Mission,4747734,Western Dr & Beachview Ave,2344,FALSE,3313354,190402,371870,1904,297974,05/12/2022 11:08:04 -07:00,05/12/2022 11:08:52 -07:00,352,05/12/2022 11:03:00 -07:00,0,0,0,57,0
5281,2333,19088,Operator,683,5337,18 - UCSC via Main Gate - Mission,16773,18-00-1-UCSC via Mission,4747609,Western Dr & Flower,1907,FALSE,3313354,190402,371870,1904,297974,05/12/2022 11:09:28 -07:00,05/12/2022 11:10:08 -07:00,428,05/12/2022 11:03:00 -07:00,0,0,0,57,0
5281,2333,19088,Operator,683,5337,18 - UCSC via Main Gate - Mission,16773,18-00-1-UCSC via Mission,4747754,Western Dr & Western Ct,2393,FALSE,3313354,190402,371870,1904,297974,05/12/2022 11:10:40 -07:00,05/12/2022 11:11:08 -07:00,428,05/12/2022 11:04:00 -07:00,0,0,0,57,0
5281,2333,19088,Operator,683,5337,18 - UCSC via Main Gate - Mission,16773,18-00-1-UCSC via Mission,4747610,Western Dr & Monarch Way,1909,FALSE,3313354,190402,371870,1904,297974,05/12/2022 11:11:16 -07:00,05/12/2022 11:11:48 -07:00,468,05/12/2022 11:04:00 -07:00,0,0,0,57,0
5281,2333,19088,Operator,683,5337,18 - UCSC via Main Gate - Mission,16773,18-00-1-UCSC via Mission,4747611,Western Dr & Meder,1910,FALSE,3313354,190402,371870,1904,297974,05/12/2022 11:12:12 -07:00,05/12/2022 11:12:24 -07:00,504,05/12/2022 11:04:00 -07:00,0,0,0,57,0
5281,2333,19088,Operator,683,5337,18 - UCSC via Main Gate - Mission,16773,18-00-1-UCSC via Mission,4747390,High & Western Dr,1510,FALSE,3313354,190402,371870,1904,297974,05/12/2022 11:13:28 -07:00,05/12/2022 11:14:08 -07:00,548,05/12/2022 11:05:00 -07:00,0,0,0,57,0
5281,2333,19088,Operator,683,5337,18 - UCSC via Main Gate - Mission,16773,18-00-1-UCSC via Mission,4747299,Bay & High (UCSC - Main Entrance),1341,FALSE,3313354,190402,371870,1904,297974,05/12/2022 11:14:44 -07:00,05/12/2022 11:16:00 -07:00,660,05/12/2022 11:05:00 -07:00,0,0,0,57,0
5281,2333,19088,Operator,683,5337,18 - UCSC via Main Gate - Mission,16773,18-00-1-UCSC via Mission,4747300,Coolidge Dr & Hagar Ct  (UCSC - Lower Campus),1342,FALSE,3313354,190402,371870,1904,297974,05/12/2022 11:16:40 -07:00,05/12/2022 11:17:00 -07:00,660,05/12/2022 11:06:00 -07:00,0,0,0,57,0
5281,2333,19088,Operator,683,5337,18 - UCSC via Main Gate - Mission,16773,18-00-1-UCSC via Mission,4747879,Hagar Dr & Village Rd (UCSC - The Farm),2669,FALSE,3313354,190402,371870,1904,297974,05/12/2022 11:17:52 -07:00,05/12/2022 11:18:00 -07:00,720,05/12/2022 11:06:00 -07:00,0,0,0,57,0
5281,2333,19088,Operator,683,5337,18 - UCSC via Main Gate - Mission,16773,18-00-1-UCSC via Mission,4747387,Hagar Dr (UCSC - East Remote Parking),1501,FALSE,3313354,190402,371870,1904,297974,05/12/2022 11:18:48 -07:00,05/12/2022 11:20:20 -07:00,860,05/12/2022 11:06:00 -07:00,0,0,0,57,0
5281,2333,19088,Operator,683,5337,18 - UCSC via Main Gate - Mission,16773,18-00-1-UCSC via Mission,4747634,Hagar Dr (UCSC - East Field House),2101,FALSE,3313354,190402,371870,1904,297974,05/12/2022 11:20:52 -07:00,05/12/2022 11:21:00 -07:00,840,05/12/2022 11:07:00 -07:00,0,0,0,57,0
5281,2333,19088,Operator,683,5337,18 - UCSC via Main Gate - Mission,16773,18-00-1-UCSC via Mission,4747635,"Hagar Dr (UCSC - Bookstore, Cowell & Stevenson)",2102,FALSE,3313354,190402,371870,1904,297974,05/12/2022 11:21:28 -07:00,05/12/2022 11:23:16 -07:00,976,05/12/2022 11:07:00 -07:00,0,0,0,57,0
