march28,1083, 710906, 1,
march28,1098, 710508, 1,
march28,1430, 710906, 1,
march28,1713, 710508, 1,
march28,1797, 710508, 1,
march28,1804, 710906, 2,
march28,1806, 710906, 2,
march28,1811, 710409, 1,
march28,1892, 710508, 3,
march28,1892, 710906, 3,
march28,1893, 710508, 3,
march28,1893, 710409, 2,
march28,2367, 710906, 1,
march28,2383, 710508, 1,
march28,2667, 710508, 2,
march28,2667, 710409, 1,
march28,2667, 710906, 1,
march28,2704, 710508, 3,
march28,2704, 710409, 4,
march28,2704, 710906, 5,
march28,2733, 710409, 1,
march29,1449, 710409, 1,
march29,1713, 710409, 3,
march29,1804, 710409, 4,
march29,1811, 710906, 2,
march29,1818, 710508, 3,
march29,1818, 710409, 6,
march29,1832, 710508, 1,
march29,1835, 710906, 1,
march29,1840, 710906, 1,
march29,1848, 710508, 1,
march29,1848, 710906, 2,
march29,1850, 710409, 2,
march29,1892, 710409, 1,
march29,1893, 710508, 1,
march29,1893, 710906, 4,
march29,2367, 710906, 1,
march29,2667, 710508, 1,
march29,2704, 710508, 4,
march29,2704, 710409, 6,
march29,2704, 710906, 2,
march29,2726, 710508, 1,
march29,2728, 710508, 1,
march29,2728, 710906, 1,
march30,1083, 710508, 1,
march30,1098, 710508, 3,
march30,1098, 710409, 1,
march30,1139, 710508, 1,
march30,1795, 710508, 1,
march30,1802, 710508, 1,
march30,1804, 710906, 2,
march30,1811, 710508, 2,
march30,1818, 710508, 1,
march30,1818, 710409, 2,
march30,1823, 710906, 1,
march30,1840, 710906, 2,
march30,1850, 710906, 1,
march30,1853, 710906, 1,
march30,1892, 710906, 1,
march30,1896, 710906, 1,
march30,2367, 710508, 1,
march30,2704, 710508, 6,
march30,2704, 710409, 6,
march30,2704, 710906, 1,
march30,2722, 710906, 1,
april1,1006, 710906, 1,
april1,1139, 710409, 2,
april1,1804, 710409, 2,
april1,1811, 710906, 2,
april1,1818, 710906, 1,
april1,1823, 710409, 1,
april1,1828, 710508, 1,
april1,1850, 710906, 1,
april1,1892, 710508, 1,
april1,1892, 710409, 1,
april1,1893, 710508, 2,
april1,1893, 710409, 2,
april1,1900, 710409, 1,
april1,2667, 710508, 1,
april1,2667, 710409, 1,
april1,2704, 710508, 10,
april1,2704, 710409, 4,
april1,2704, 710906, 7,
april1,2728, 710409, 1,
april1,2728, 710906, 1,
april4,1083, 710409, 2,
april4,1087, 710409, 1,
april4,1098, 710409, 1,
april4,1795, 710409, 1,
april4,1811, 710906, 1,
april4,1818, 710508, 1,
april4,1818, 710409, 1,
april4,1818, 710906, 3,
april4,1830, 710508, 1,
april4,1840, 710508, 1,
april4,1893, 710508, 1,
april4,1893, 710409, 4,
april4,1893, 710906, 1,
april4,2667, 710409, 5,
april4,2667, 710906, 2,
april4,2704, 710508, 7,
april4,2704, 710409, 15,
april4,2704, 710906, 11,
april5,1083, 710409, 2,
april5,1804, 710409, 2,
april5,1806, 710508, 1,
april5,1806, 710906, 1,
april5,1818, 710409, 1,
april5,1818, 710906, 2,
april5,1840, 710409, 1,
april5,1848, 710906, 1,
april5,1850, 710508, 1,
april5,1893, 710508, 2,
april5,1893, 710409, 1,
april5,1893, 710906, 1,
april5,1900, 710508, 1,
april5,2667, 710906, 3,
april5,2704, 710508, 5,
april5,2704, 710409, 19,
april6,1083, 710409, 1,
april6,1434, 710508, 1,
april6,1797, 710906, 2,
april6,1800, 710409, 1,
april6,1804, 710409, 2,
april6,1806, 710508, 2,
april6,1818, 710508, 1,
april6,1820, 710508, 1,
april6,1820, 710409, 2,
april6,1825, 710508, 1,
april6,1857, 710508, 1,
april6,1892, 710409, 1,
april6,1892, 710906, 1,
april6,1893, 710409, 1,
april6,1893, 710906, 2,
april6,1896, 710508, 1,
april6,2667, 710508, 1,
april6,2667, 710409, 1,
april6,2704, 710508, 3,
april6,2704, 710409, 7,
april6,2704, 710906, 3,
