VehicleId,VehicleName,DriverId,DriverFirstName,DriverLastName,RouteId,RouteName,PatternId,PatternName,StopId,StopName,StopNumber,Timepoint,TripId,TripName,RunId,RunName,BlockId,Arrive,ArriveVariance,ScheduledArrive,Depart,DepartVariance,ScheduledDepart,Ons,Offs,ArrivalPassengers,VehicleCapacity,DeparturePassengers
5255,1905,23047,Operator,700,4353,71 - Soquel/Freedom,18652,71-02-38-Wats via Clifford,4747877,Front & Soquel Ave,2667,False,3313915,353610,371941,3536,298045,04/24/2022 00:00:21 -07:00,-85539,04/24/2022 23:46:00 -07:00,04/24/2022 00:00:43 -07:00,-85517,04/24/2022 23:46:00 -07:00,0,0,0,39,0
5281,2333,22403,Operator,697,5337,18 - UCSC via Main Gate - Mission,16773,18-00-1-UCSC via Mission,4747870,Western Dr & Meder,2659,False,3313788,103113,371927,1031,298031,04/24/2022 00:00:54 -07:00,-86046,04/24/2022 23:55:00 -07:00,04/24/2022 00:01:10 -07:00,-86030,04/24/2022 23:55:00 -07:00,0,0,0,57,0
5255,1905,23047,Operator,700,4353,71 - Soquel/Freedom,18652,71-02-38-Wats via Clifford,4747487,River (River/Front Garage),1713,False,3313915,353610,371941,3536,298045,04/24/2022 00:01:35 -07:00,-85525,04/24/2022 23:47:00 -07:00,04/24/2022 00:01:47 -07:00,-85513,04/24/2022 23:47:00 -07:00,0,0,0,39,0
5281,2333,22403,Operator,697,5337,18 - UCSC via Main Gate - Mission,16773,18-00-1-UCSC via Mission,4747871,Western Dr & Monarch Way,2660,False,3313788,103113,371927,1031,298031,04/24/2022 00:01:42 -07:00,-86058,04/24/2022 23:56:00 -07:00,04/24/2022 00:01:50 -07:00,-86050,04/24/2022 23:56:00 -07:00,0,0,0,57,0
5281,2333,22403,Operator,697,5337,18 - UCSC via Main Gate - Mission,16773,18-00-1-UCSC via Mission,4747872,Western Dr & Western Ct,2661,False,3313788,103113,371927,1031,298031,04/24/2022 00:01:54 -07:00,-86046,04/24/2022 23:56:00 -07:00,04/24/2022 00:02:02 -07:00,-86038,04/24/2022 23:56:00 -07:00,0,0,0,57,0
5281,2333,22403,Operator,697,5337,18 - UCSC via Main Gate - Mission,16773,18-00-1-UCSC via Mission,4747873,Western Dr & Cypress Park,2662,False,3313788,103113,371927,1031,298031,04/24/2022 00:02:18 -07:00,-86082,04/24/2022 23:57:00 -07:00,04/24/2022 00:02:26 -07:00,-86074,04/24/2022 23:57:00 -07:00,0,0,0,57,0
5255,1905,23047,Operator,700,4353,71 - Soquel/Freedom,18652,71-02-38-Wats via Clifford,4747600,Water (Governmental Center),1892,False,3313915,353610,371941,3536,298045,04/24/2022 00:02:27 -07:00,-85473,04/24/2022 23:47:00 -07:00,04/24/2022 00:02:35 -07:00,-85465,04/24/2022 23:47:00 -07:00,0,0,0,39,0
5281,2333,22403,Operator,697,5337,18 - UCSC via Main Gate - Mission,16773,18-00-1-UCSC via Mission,4747874,Western Dr & Flower,2663,False,3313788,103113,371927,1031,298031,04/24/2022 00:02:38 -07:00,-86062,04/24/2022 23:57:00 -07:00,04/24/2022 00:02:46 -07:00,-86054,04/24/2022 23:57:00 -07:00,0,0,0,57,0
5255,1905,23047,Operator,700,4353,71 - Soquel/Freedom,18652,71-02-38-Wats via Clifford,4747601,Water & Ocean,1893,False,3313915,353610,371941,3536,298045,04/24/2022 00:02:59 -07:00,-85501,04/24/2022 23:48:00 -07:00,04/24/2022 00:03:11 -07:00,-85489,04/24/2022 23:48:00 -07:00,0,0,0,39,0
5255,1905,23047,Operator,700,4353,71 - Soquel/Freedom,18652,71-02-38-Wats via Clifford,4747604,Water & Market,1896,False,3313915,353610,371941,3536,298045,04/24/2022 00:03:15 -07:00,-85485,04/24/2022 23:48:00 -07:00,04/24/2022 00:03:23 -07:00,-85477,04/24/2022 23:48:00 -07:00,0,0,0,39,0
5255,1905,23047,Operator,700,4353,71 - Soquel/Freedom,18652,71-02-38-Wats via Clifford,4747606,Water & N Branciforte Ave,1900,False,3313915,353610,371941,3536,298045,04/24/2022 00:03:59 -07:00,-85561,04/24/2022 23:50:00 -07:00,04/24/2022 00:04:07 -07:00,-85553,04/24/2022 23:50:00 -07:00,0,0,0,39,0
5281,2333,22403,Operator,697,5337,18 - UCSC via Main Gate - Mission,16773,18-00-1-UCSC via Mission,4747846,Mission & Swift,2619,False,3313788,103113,371927,1031,298031,04/24/2022 00:04:15 -07:00,-86085,04/24/2022 23:59:00 -07:00,04/24/2022 00:04:43 -07:00,-86057,04/24/2022 23:59:00 -07:00,0,0,0,57,0
5255,1905,23047,Operator,700,4353,71 - Soquel/Freedom,18652,71-02-38-Wats via Clifford,4747929,Water & Poplar Ave,2728,False,3313915,353610,371941,3536,298045,04/24/2022 00:04:27 -07:00,-85533,04/24/2022 23:50:00 -07:00,04/24/2022 00:04:35 -07:00,-85525,04/24/2022 23:50:00 -07:00,0,0,0,39,0
5281,2333,22403,Operator,697,5337,18 - UCSC via Main Gate - Mission,16773,18-00-1-UCSC via Mission,4747443,Mission & Miramar Dr (Almar Shopping Ctr),1619,False,3313788,103113,371927,1031,298031,04/24/2022 00:05:07 -07:00,307,04/24/2022 00:00:00 -07:00,04/24/2022 00:05:39 -07:00,339,04/24/2022 00:00:00 -07:00,0,0,0,57,0
5255,1905,23047,Operator,700,4353,71 - Soquel/Freedom,18652,71-02-38-Wats via Clifford,4747528,Soquel Ave & Frederick,1795,False,3313915,353610,371941,3536,298045,04/24/2022 00:05:23 -07:00,-85537,04/24/2022 23:51:00 -07:00,04/24/2022 00:05:31 -07:00,-85529,04/24/2022 23:51:00 -07:00,0,0,0,39,0
5255,1905,23047,Operator,700,4353,71 - Soquel/Freedom,18652,71-02-38-Wats via Clifford,4747530,Soquel Ave & Hagemann Ave,1797,True,3313915,353610,371941,3536,298045,04/24/2022 00:05:39 -07:00,-85581,04/24/2022 23:52:00 -07:00,04/24/2022 00:05:47 -07:00,-85573,04/24/2022 23:52:00 -07:00,0,0,0,39,0
5255,1905,23047,Operator,700,4353,71 - Soquel/Freedom,18652,71-02-38-Wats via Clifford,4747533,Soquel Ave & Park Way,1800,False,3313915,353610,371941,3536,298045,04/24/2022 00:06:03 -07:00,-85557,04/24/2022 23:52:00 -07:00,04/24/2022 00:06:31 -07:00,-85529,04/24/2022 23:52:00 -07:00,0,0,0,39,0
5281,2333,22403,Operator,697,5337,18 - UCSC via Main Gate - Mission,16773,18-00-1-UCSC via Mission,4747446,Mission & Palm (Palm Center),1623,True,3313788,103113,371927,1031,298031,04/24/2022 00:06:07 -07:00,307,04/24/2022 00:01:00 -07:00,04/24/2022 00:06:47 -07:00,347,04/24/2022 00:01:00 -07:00,0,0,0,57,0
5255,1905,23047,Operator,700,4353,71 - Soquel/Freedom,18652,71-02-38-Wats via Clifford,4747535,Soquel Ave & La Fonda Ave,1802,False,3313915,353610,371941,3536,298045,04/24/2022 00:06:55 -07:00,-85565,04/24/2022 23:53:00 -07:00,04/24/2022 00:06:59 -07:00,-85561,04/24/2022 23:53:00 -07:00,0,0,0,39,0
5281,2333,22403,Operator,697,5337,18 - UCSC via Main Gate - Mission,16773,18-00-1-UCSC via Mission,4747448,Mission & Trescony,1625,False,3313788,103113,371927,1031,298031,04/24/2022 00:07:07 -07:00,307,04/24/2022 00:02:00 -07:00,04/24/2022 00:07:47 -07:00,347,04/24/2022 00:02:00 -07:00,0,0,0,57,0
5255,1905,23047,Operator,700,4353,71 - Soquel/Freedom,18652,71-02-38-Wats via Clifford,4747537,Soquel Ave & 7th Ave,1804,False,3313915,353610,371941,3536,298045,04/24/2022 00:07:35 -07:00,-85585,04/24/2022 23:54:00 -07:00,04/24/2022 00:07:43 -07:00,-85577,04/24/2022 23:54:00 -07:00,0,0,0,39,0
5281,2333,22403,Operator,697,5337,18 - UCSC via Main Gate - Mission,16773,18-00-1-UCSC via Mission,4747449,Mission & Laurel,1629,False,3313788,103113,371927,1031,298031,04/24/2022 00:08:03 -07:00,363,04/24/2022 00:02:00 -07:00,04/24/2022 00:08:23 -07:00,383,04/24/2022 00:02:00 -07:00,0,0,0,57,0
5255,1905,23047,Operator,700,4353,71 - Soquel/Freedom,18652,71-02-38-Wats via Clifford,4747752,Soquel Dr & Paul Sweet Rd,2383,False,3313915,353610,371941,3536,298045,04/24/2022 00:08:23 -07:00,-85597,04/24/2022 23:55:00 -07:00,04/24/2022 00:08:31 -07:00,-85589,04/24/2022 23:55:00 -07:00,0,0,0,39,0
5255,1905,23047,Operator,700,4353,71 - Soquel/Freedom,18652,71-02-38-Wats via Clifford,4747539,Soquel Dr (Dominican Hospital),1806,True,3313915,353610,371941,3536,298045,04/24/2022 00:08:43 -07:00,-85637,04/24/2022 23:56:00 -07:00,04/24/2022 00:08:51 -07:00,-85629,04/24/2022 23:56:00 -07:00,0,0,0,39,0
5255,1905,23047,Operator,700,4353,71 - Soquel/Freedom,18652,71-02-38-Wats via Clifford,4747541,Soquel Dr & Mission Dr,1808,False,3313915,353610,371941,3536,298045,04/24/2022 00:08:59 -07:00,-85621,04/24/2022 23:56:00 -07:00,04/24/2022 00:09:31 -07:00,-85589,04/24/2022 23:56:00 -07:00,0,0,0,39,0
5281,2333,22403,Operator,697,5337,18 - UCSC via Main Gate - Mission,16773,18-00-1-UCSC via Mission,4747437,Laurel & Blackburn,1590,False,3313788,103113,371927,1031,298031,04/24/2022 00:09:19 -07:00,319,04/24/2022 00:04:00 -07:00,04/24/2022 00:09:27 -07:00,327,04/24/2022 00:04:00 -07:00,0,0,0,57,0
5281,2333,22403,Operator,697,5337,18 - UCSC via Main Gate - Mission,16773,18-00-1-UCSC via Mission,4747825,Laurel & Chestnut,2572,False,3313788,103113,371927,1031,298031,04/24/2022 00:09:35 -07:00,275,04/24/2022 00:05:00 -07:00,04/24/2022 00:10:23 -07:00,323,04/24/2022 00:05:00 -07:00,0,0,0,57,0
5255,1905,23047,Operator,700,4353,71 - Soquel/Freedom,18652,71-02-38-Wats via Clifford,4747742,Soquel Dr & Chanticleer Ave,2367,False,3313915,353610,371941,3536,298045,04/24/2022 00:09:43 -07:00,-85637,04/24/2022 23:57:00 -07:00,04/24/2022 00:09:51 -07:00,-85629,04/24/2022 23:57:00 -07:00,0,0,0,39,0
